,Unnamed: 0,Title,Opinion,Place,Gender,Age,Country,Date,Label
628,628,"""Lugar clásico""","""Es interesante por lo estrecho del callejón y La leyenda. Es una visita rápida de tradición en Guanajuato.""",Callejón del Beso,Male,39,México,24/12/2016,0
334,334,"""Mmmmmm no tan bueno""","""¡¡Estaba llenísimo en Semana Santa!! ¡Mejor no venir porque te pones de malas con tanta gente! No disfrutas nada a menos que vengan en otras temporadas bajas.""",Callejón del Beso,Male,-1,México,07/04/2016,0
390,390,"""Bonito pero nada más""","""Hemos venido varias veces a Gto y siempre traemos a nuestras visitas aquí. Pero esta vez, como siempre, encontramos mucha gente a las 10pm y nos hizo pensar si valía la pena cruzar todo el centro de Gto caminando para mostrarle a nuestros amigos extranjeros un callejón sucio, lleno de gente, con ruido y con vendedores ambulantes tratando de vender cualquier cosa. Como que le perdimos el sentido a ir ahí. Creo que lo borraremos de la lista de ""cosas que ver en Gto"".""",Callejón del Beso,Male,44,México,05/11/2016,0
3654,3654,"""Visita al Pípila""","""Lo mejor de visitar el Pípila es la vista panorámica de Guanajuato un verdadero nacimiento. Recomiendo asistir por la tarde noche cuando se ilumina.""",Monumento Pípila,Female,21,México,17/05/2017,1
1817,1817,"""Padrísimo""","""La experiencia de ingresar por el panteón es única y el museo con fotos e información de quiénes fueron, quiénes están ahí te hace sentir más vulnerable, lo triste fue que no entramos a la galería de la muerte porque estaba cerrada: (espero lograrlo en mi proxima visita).""",Museo de las Momias,Female,30,México,09/06/2015,1
400,400,"Bonita historia, feas
filas","Es un lugar bello (porque todo Guanajuato lo es), pero la 
verdad no hay nada más que la foto. No recomendado para
solteros",Callejón del Beso,Female,-1,México,2019,0
710,710,"""Hermosa vista""","""La vista es hermosa cuando estás arriba, el funicular para subir sólo cuesta $25 pesos por persona (one way) sólo que no va hasta arriba te deja justo a la entrada de un hotel y zona de comercios, hay que llevar dinero para comprar alguna artesanía. Si van personas adultas deben saber que aún falta por subir algunas escaleras pero la vista vale la pena, varios vendedores tipo tianguis se encuentran arriba algunos ofrecen precios justos es cuestión de buscar, si van a comprar cuarzos mucho cuidado los precios son totalmente excesivos.""",Monumento Pípila,Male,20,México,25/07/2017,0
1039,1039,"""Toda una obra de arte""","""El lugar es maravilloso, podría ser muy bien la envidia de muchas ciudades europeas. Esta excelentemente conservado. Es recomendable investigar anticipadamente si hay obra de teatro en escena para planear ya sea presenciar la obra o hacer la visita guiada.""",Teatro Juárez,Male,35,México,19/08/2016,1
3115,3115,"""Paso obligatorio""","""Sin duda al visitar Guanajuato es un punto obligatorio visitar pero en verdad el poder entrar es soportar una larga fila ya que en nuestra visita solo una taquilla estaba abierta, la visita es muy rápida y no hay personal como para que te expliquen más a detalle además ciertas vitrinas y espejos que ahí se envuentran están dañados que le dan al lugar un aspecto de descuidado pero sin duda el ver a las momias hace que te olvides por un momento de esas imperfecciones del lugar aunque la visita es muy corta.""",Museo de las Momias,Female,19,México,12/11/2015,1
46,46,"""Guanajuato limpio""","""Sugiero que las autoridades se preocupen por tener mas limpia la ciudad, los centros de mayor afluencia tener personal que de forma permanente mantengan sin basura.""",Museo de las Momias,Male,54,México,23/04/2012,0
1561,1561,"""¡¡¡Olvídate de la historia aburrida!!!""","""La Alhóndiga de Granaditas, el más representativo e importante símbolo de la independencia. Excelente explicación del guía José de Jesús Villafana.""",Alhóndiga,Male,47,México,12/04/2017,1
4240,4240,"""Es bonito""","""En el callejón hay alguien que te da una explicación sobre el callejón, se le da una propina voluntaria al que hace la explicación, si no subes al balcón no se paga nada, si quieres subir al balcón, hay 2 opciones, consumir en las tiendas que tienen el balcón o pagar $20 por persona.""",Callejón del Beso,Female,31,México,06/07/2015,1
4005,4005,"""Hermosa vista de la ciudad""","""Hermosa vista de la ciudad y bonito paseo en el funicular. Seguro para viajar en familia y además de contar con diversos antojitos mexicanos en la parte superior.""",Monumento Pípila,Male,38,México,19/07/2018,1
1112,1112,Asombrado,"Asombrado , la arquitectura , su gente y su comida no hay nada de esto en mi Colombia espero conocer más",Mercado Hidalgo,N/I,-1,México,2018,1
2513,2513,"""Enamorada de Guanajuato""","""Un lugar impresionante, que te engatusa a simple vista y te invita a conocerlo a fondo, que te embriaga a cada paso que das, que te hace soñar e imaginar las mil historias que ahí pudieron pasar, una riqueza de Guanajuato, que por ningún motivo puedes dejar de verla.
Me enamore de este lugar.""",Teatro Juárez,Female,25,México,30/07/2016,1
1223,1223,"""Excelencia""","""De una arquitectura muy bonita incluyendo la decoración interior. Los espectáculos que se presentan son de primer nivel.""",Teatro Juárez,Female,25,México,12/10/2012,1
3694,3694,"""Increíble""","""Es una experiencia fabulosa, aunque causa un poco de miedo ver a cada una de las momias con su historia, las expresiones, la postura y ver aun la ropa con la que fueron enterradas es increible en lo particular me quede asombrada y con un poco de escalofríos.""",Museo de las Momias,Female,25,México,04/05/2012,1
2421,2421,"""Visita a la Basílica""","""Visita obligada, es un lugar al que tienes q ir, la infraestructura de la basílica es espectacular, la parte de adentro cuenta con un detalle muy bueno, es un lugar que puedes visitar a cualquier hora, en la noche, la iluminación en la noche es increíble.""",Basilica Colegiata,Male,26,México,01/12/2017,1
1508,1508,"""Excelente vista""","""Vale la pena ya que se ve Guanajuato desde una perspectiva muy buena, se puede subir al Pípila y ver de más alto todavía, vale la pena darle unos minutos a una visita rápida para apreciar la vista.""",Monumento Pípila,Male,50,Bolivia,12/04/2017,1
1750,1750,"""Visita obligada""","""Me gusta que desde la cima, tienes una hermosa vista de la Ciudad de Guanajuato. Subimos por el teleférico, color rojo, bonito y rápido. Cobran $25 pesos por adulto, en cada sentido. Entonces, por dos personas, son $100 pesos si quieres subir y bajar. De camino, hay muchas tiendas de artesanías y joyería de plata muy bonita. Guías te ofrecen contarte la historia de El Pípila.""",Monumento Pípila,Male,26,México,26/12/2017,1
3831,3831,"""Como de cuento de terror""","""Quedó muy bien su remodelación, que bueno que ya esta por secciones y tienes la alternativa de elegir que tan impactante puede ser tu visita.""",Museo de las Momias,Male,37,México,20/07/2012,1
1799,1799,"""Visita obligada""","""Algo tetrico, quizás escalofriante al ver los bebés embalsamados, y misterioso al ver los restos de los vampiros. Definitivamente una visita obligada cuando viajes a Guanajuato.""",Museo de las Momias,Female,31,México,17/03/2015,1
338,338,"""Mala atención del personal""","""Supuestamente los maestros entran gratis, pero tienes que llevar tu cédula profesional, tu título o en su caso un talón de pago impreso para hacer válido el acceso gratuito, el personal es muy seco, no te orientan mucho sobre el lugar. Buenos murales y las exposiciones son básicas, nada extraordinario.""",Alhóndiga,Male,48,México,12/04/2017,0
215,215,"""Muy descuidado""","""El museo se encuentra descuidado, al entrar en grupos de 30 o 40 personas hay una pantalla como de 40 para explicar la historia, muy pequeña para la cantidad de gente. Las galerías lucen polvosas y sucias, falta mantenimiento.""",Museo de las Momias,Female,30,México,14/10/2015,0
1341,1341,el icono de guanajuato,"por donde pases esta imagen la veras constantemente, esta en la principal plaza de Guanajuato rodeada de preciosos jardines 
se ve imponente desde cualquier lado, uno no se cansa de ver este maravilloso edificio de estilo barroco y neoclasico es ademas patrimonio de la humanidad. 
preciosa tanto por dentro como por fuera",Basilica Colegiata,Male,-1,Costa Rica,2019,1
3995,3995,"""Merece la pena la subida""","""Hay que subir andando, pero son todo escaleras y merece la pena subir por las vistas que hay arriba. Son como 15 minutos y tampoco es muy cansado.""",Monumento Pípila,Female,40,España,07/03/2016,1
1520,1520,"""Hermoso jardín""","""Hermoso jardín, mucha vegetacion, en los alrededores hay muchos restaurants a cualquier hora que vayas, sin duda tienes que visitarlo.""",Jardín de la Unión,Male,15,México,26/09/2016,1
3077,3077,"""Pintoresco mercado""","""El edificio es bien amplio y me pareció muy bien ordenado. Ideal para dar una vuelta y comprar alguna artesanías, frutas o incluso probar algún platillo tradicional en los puestos de comida. El lugar es visitado por locales y turistas, por lo que resulta una pintoresca experiencia.""",Mercado Hidalgo,Female,25,Panamá,15/01/2017,1
3733,3733,"Museo de las Momias, Mirador de Leon","Muy interesante Historia y diversión, se puede apreciar cada una de las armonías allí presente y el estado de conservación de las mismas, es una visita obligatoria",Museo de las Momias,Male,-1,Cuba,2019,1
2864,2864,Lugar emblemático,"Este lugar es sumamente emblemático! Se recomienda acudir
en una callejoneada nocturna, ya que te darán la explicación 
completa del origen del lugar! Si acudes con tu pareja adquiere 
un toque especial!",Callejón del Beso,Female,-1,México,2018,1
3209,3209,"""El punto de reunión por excelencia en Guanajuato""","""Se vive un gran ambiente, a veces un poco ruidoso pero lo toleras, puedes sentarte en alguna terraza de los diversos bares o restaurantes mientras disfrutas de la bebida de tu preferencia.""",Jardín de la Unión,Male,35,México,01/05/2015,1
2322,2322,"""Para los amantes de la pintura y de Diego Rivera""","""Hermosa reconstrucción de la casa del pintor. Está la trayectoria pictórica del artista , su etapa impresionista y cubista.Hay una completa biografía del pintor. Muy interesante.""",Casa de Diego Rivera,Female,60,Argentina,06/04/2013,1
2571,2571,"""Mercado Hidalgo""","""En se encuentran comidas y artesanias , cuentan con precios muy accesibles y comodos, las personas a veces lo confunden con una Iglesia y pasan y se persignan.""",Mercado Hidalgo,Female,-1,México,21/09/2015,1
2913,2913,"""Buen ejercicio""","""Gran universidad por sus escaleras, tome su tiempo para subir ya que puede llegar fatigado, muy bonitos los detalles, mucha historia, paseo por sus pasillos, vea las bibliotecas. puede tomar fotos.""",Universidad de Guanajuato,Female,26,México,27/08/2013,1
101,101,Esperaba más,El museo me pareció poco publicitado y muy solitario. La casa es hermosa pero la obra expuesta no me encantó. Los empleados no se esmeran en hacer de la visita algo especial.,Casa de Diego Rivera,Female,-1,México,2019,0
3406,3406,"""¡Impresionante!""","""Al toparme con ella es sorprendente ver esas megas escaleras ... su arquitectura es preciosa pero ya que la subes vez el paraíso tiene una vista increible.""",Universidad de Guanajuato,Male,24,México,30/03/2016,1
171,171,Horrible mantenimiento,"Sucio, venden puras baratijas; maloliente. Artesanías de baja calidad. Cada año que voy está peor. Evítenlo",Mercado Hidalgo,Male,-1,México,2019,0
107,107,"""Vendedores por todos lados""","""Todo mundo te quiere vender el 'contarte la historia' 'tomarte la foto' o 'el candado del balcón' y es muy incómodo estar aguantando a los vendedores, fuera de eso es un callejón bonito.""",Callejón del Beso,Male,24,México,16/07/2017,0
3341,3341,"""Es una experiencia diferente""","""Visite el museo de las momias con mi esposa y mi hijo, es una experiencia diferente ya que ver a las momias es ver muertos secos, literal, lo importante es entender el por qué están así. Te dan una explicación, pero si quieres saber más hay guía, la visita dura 45 minutos.""",Museo de las Momias,Male,36,México,16/04/2014,1
4409,4409,"""De noche se ve hermoso""","""No lo visite por dentro pero por fuera me gustó más de noche. Está ubicado en el centro de la ciudad y llegas sin problemas caminando.""",Teatro Juárez,Female,22,México,24/07/2012,1
3489,3489,"""Leyendas de México""","""Un bello lugar lleno de leyendas, parte de la leyenda dice que si casen pareja y no le das un beso en el tercer escalón del angosto callejón, tendrás 7 años de mala suerte en el amor y de hacerlo tendrás 15 años de buena suerte con tu pareja. Lleva un candado y déjalo cerrado en uno de los barrotes de las ventanas del callejón, es parte de una tradición, así sellas tu amor con tu pareja.""",Callejón del Beso,Male,47,México,17/01/2016,1
3173,3173,"""Orgullo mexicano""","""El trato con los turistas es de buen profesionalismo. Los guías excelentes, muy amables y atentos. Fue una visita obligada para quien va a Guanajuato.""",Museo de las Momias,Male,32,México,15/01/2012,1
3020,3020,"""Cosmopolita lugar!""","""Todo! Los edificios al rededor, la gente, el ambiente, la comida, la cena, el desayuno, la música y sus músicos itinerantes... de 10!""",Jardín de la Unión,Male,36,México,23/01/2015,1
3231,3231,"""SU HISTORIA""","""Empezando por admirar su exterior e interior y descubrir la trascendencia de sus egresados. Sin duda una de las mejores opciones para visitar, pero sobre todo para estudiar.""",Universidad de Guanajuato,Male,39,México,11/12/2015,1
3180,3180,Super museo,"Gran colección, bellos murales y grandes instalaciones. Necesitas ir con tiempo pues tiene mucho que ofrecer mucho que ver. Nos costó $65 pesos la entrada",Alhóndiga,Female,-1,México,2020,1
3566,3566,"""Excelente vista panorámica""","""Se puede ver toda la ciudad de Guanajuato desde ahí y se pueden tomar excelentes fotos panorámicas! Desde arriba sólo se distingue sólo una calle, lo demás son callejones y no se ven, es increíble.""",Monumento Pípila,Female,53,México,27/12/2013,1
3701,3701,"""De visita obligatoria""","""Magnífica arquitectura, llena de historia. La UG es imprescindible al visitar la ciudad. Sus escalinadaa son geniales y la vista desde arriba es impecable.""",Universidad de Guanajuato,Male,-1,México,31/01/2017,1
4098,4098,"""Muy concurrida""","""La paseamos en nuestra visita por Guanajuato en fin de año, el lugar siempre estaba muy lleno pero muy agradable, con bancas para sentarte y arboles que te dan sombra para las tardes. Cerca de excelentes restaurantes y un cafe donde puedes comprar uno y disfrutarlo mientras observas la diversidad de gente que acude a esta hermosa ciudad.""",Jardín de la Unión,Male,32,México,30/01/2016,1
1040,1040,"Un lugar con obras artísticas, no solamente de Diego Rivera, que se disfrutan enormemente","Este museo no sólo contiene pinturas u objetos de Diego Rivera, también incluye otras colecciones u obras de diferentes artistas que fueron seleccionadas sensiblemente para el gusto de diferentes personas. Lo único que no me pareció correcto es que no permiten sacar fotografías y no puede uno llevarse una memoria tan vívida de este recorrido que es realmente enriquecedor.",Casa de Diego Rivera,N/I,-1,México,2016,1
4033,4033,"""La universidad que todos quisieran visitar y admirar""","""Es una universidad conocida en muchas partes del mundo debido a que muchas peliculas mexicanas con actores de primera la an filmado,su estructura y su ubicacion la hacen unica .visitala cada ves que vayas a gto y te encantara.""",Universidad de Guanajuato,Male,-1,México,19/08/2015,1
2760,2760,"""Ícono de la ciudad""","""Además de ser un lugar histórico y un ícono de la ciudad, el edificio es muy bonito, los murales en las escaleras son impresionantes. Vale la pena pagar los $30 para tomar fotos y la entrada es gratis los domingos.""",Alhóndiga,Male,35,México,01/07/2013,1
2120,2120,Es un tanto aburrido,"La obra de Diego Rivera es de sus primeras etapas, casi sin importancia artística. La parte de la vivienda pues es fría y no se cree que el mobiliario sea de época. Es un espacio agotador con muchas escaleras. La estancia de hasta arriba tiene obra sin importancia. No hay espectacularidad. La librería siempre está cerrada, no hay cafetería para beber algo.",Casa de Diego Rivera,Male,-1,N/I,2018,1
1524,1524,"""Visita obligada""","""La considero visita obligatoria porque en primer lugar es parte importante de la historia de México no solo de Guanajuato, tiene una vista increíble, por lo que debes de visitarla si a ti como a mi te encantan las fotografías. Ahora ya tiene instalado un mirador como parte de la escultura sin embargo no tiene vista a la ciudad por lo que no valía mucho la pena subir a mi gusto.""",Monumento Pípila,Male,30,México,17/01/2017,1
4073,4073,"""Un ícono kirch""","""Un museo un tanto anticuado, con largas colas para entrar a un espectáculo un poco macabro, no tanto para adultos pero sí para la marea de niños que suelen concurrir. Fetos momificados junto a su madre, niños muy pequeños con sus mejores vestidos también momificados y mujeres y hombres con sus pelvis aún con pelos. Un paseo tradicional de Guanajuato y muy popular para el turismo que hasta allí llega. Para un rato es recomendable.""",Museo de las Momias,Male,39,Argentina,02/09/2014,1
2248,2248,"""¡Muy importante ir!""","""De los mejores museos en l Ciudad de México para conocer nuestra historia. El lugar es muy grande y bonito. Definitivamente es un lugar al que tienes que ir si vas a Guanajuato.""",Alhóndiga,Male,59,México,09/07/2017,1
481,481,Pintoresco,"No tiene nada del otro mundo, lo bonito mas que nada es la 
historia que hay detrás de este lugar. Pero como esta en el
centro vale la pena ir de otdas formas.",Callejón del Beso,Female,-1,Chile,2019,0
3382,3382,"""Romanticismo en pleno""","""Es una tradición típica de los visitantes a Guanjuato, bajar por este callejón que tiene muchas escaleras y ya casi al final sellar el amor de pareja con un beso apasionado.""",Callejón del Beso,Female,63,Nicaragua,20/09/2015,1
3513,3513,"""Excelente lugar""","""Por fuera lo ves como un museo equis, pero entras, y te das cuenta que es grande y lleno de historia, obviamente de Diego Rivera, al principio está la casa de Diego, donde el nació, es de 3-4 pisos todos llenos de pinturas, tienen un espacio para exposiciones ajenas a Diego, y son muy buenas. Realmente lo recomiendo el precio fue de $25.00 mexicanos por persona.""",Casa de Diego Rivera,Female,-1,México,09/07/2015,1
1762,1762,"""Romántico""","""Muy al estilo de Romeo y Julieta es este sitio que alberga su historia, romántico para seguir la tradición con su pareja y besarla en el tercer escalón.""",Callejón del Beso,Male,41,Colombia,31/10/2015,1
3881,3881,"""Hermosa arquitectura""","""Visitar Guanajuato es motivo claro de recorrer todas sus calles y tomarse muchas fotografía. Siempre sintiendo la epoca colonial y recordar uestra independencia. merece la pena estar ahí.""",Universidad de Guanajuato,Male,27,México,14/06/2016,1
4043,4043,"""Parada obligatoria""","""Este es un lugar con mucha historia y este monumento, es maravilloso, tiene una vista espectacular, y de noche muy romántico y tranquilo, excelente lugar.""",Monumento Pípila,Female,42,México,29/11/2016,1
3293,3293,"""Bello""","""Es un lugar precioso me encantó sus calles su arquitectura las personas muy amables muchos lugares donde disfrutar un poco de música y rica comida lo recomiendo…""",Basilica Colegiata,Female,20,México,11/06/2017,1
3250,3250,Historia al maximo.,"Si gustas conocer la historia de la independencia de méxico ese lugar adecuado, espacio con sus altares a los héroes insurgentes, pero también puedes conocer la historia de guanajuato y de sus personajes, sus minas, su geografía, sus acontecimientos. Puedes disfrutar también de exposiciones temporales magníficas forma de ferias del libro, conferencias y visitas la librería EDUCAL (muy bien cuidada y revuelta coma pero podrás encontrar algo), siempre mucha gente pero disfruta del paseo.",Alhóndiga,Male,-1,N/I,2018,1
405,405,Un robo,"No conseguimos entrar porque nos querian cobrar mas por la camara que por nosotros mismos, no saben como sacar el dinero al turista",Alhóndiga,Male,-1,España,2019,0
757,757,"""Interesante""","""Así como pongo en el título, es un lugar interesante. Todas las momias que se encuentran aquí son reales, la mayoría MUY bien conservadas (dentadura perfecta en algunos casos) debido a los minerales que estaban presentes en el agua que bebían las personas del pueblo en esa época. De todas maneras el lugar tiene un humor muy peculiar (lo entenderán cuando vean las descripciones en cada momia). En fin, el boleto es caro para ser un museo, unos 55 pesos mx y cobran un plus por usar cámaras. Nunca había estado antes en un lugar de este tipo así que lo considero una experiencia distinta pero hay un sector de bebés momíficados que a mi gusto es fuerte.""",Museo de las Momias,Male,31,Argentina,26/10/2014,0
2711,2711,"""Clásico""","""Un museo emblemático que todos deben conocer, lo único que para mí gusto le falta es una mayor explicación, el recorrido no te lleva más de 30 min.""",Museo de las Momias,Female,29,Argentina,11/06/2017,1
2670,2670,"""Majestuosa obra arquitectónica""","""Me gustó por que es una  joya arquitectónica y porque esta rodeada de cafés y restaurantes, además de este lugar parten las callejoneadas.""",Teatro Juárez,Female,50,México,23/09/2014,1
3305,3305,"""Callejón inolvidable""","""Guanajuato tiene un sin fin de atractivos, leyendas, museos, en fín es padrísimo recorrerlo y este callejón con su encanto histórico bien merece visitarlo y tomar la foto.""",Callejón del Beso,Male,38,México,16/08/2016,1
97,97,"""La mejor vista de Guanajuato""","""El monumento al Pípila es grande y bonito, se aprecia desde la ciudad de Guanajuato. ¡Me encantó mucho!""",Monumento Pípila,Female,50,México,03/06/2017,0
1333,1333,"""Hermoso sitio y bien cuidado""","""Al llegar al centro turístico los espacios y calles son peatonales, complicado el estacionamiento para el vehículo propio, sin embargo se compensa por lo mucho que hay que ver y conocer: el teatro Juárez es una joya y se utiliza para eventos culturales, muchos visitantes se descansan en las escaleras, se toman la foto, comen golosinas, etc. Tiene un horario de visitas o por ser vacaciones a la hora de la comida estuvo cerrado. Sólo con las fotos de venta nos conformamos. La zona tiene muchos servicios de restaurant, en el jardín hay venta de golosinas, recuerdos y golosinas.""",Teatro Juárez,Male,67,México,17/11/2013,1
3786,3786,"""Céntrico""","""Este sitio es ideal para pasar una tarde agradable, puedes disfrutar de una gran variedad de comida en los restaurantes aledaños o visitar otros sitios de interés cercanos.""",Jardín de la Unión,Male,18,México,20/06/2017,1
2791,2791,"""Bello""","""Bonita vista de arriba y desde abajo . Bello monumento representativo de Guanajuato. Bella ciudad. Súper recomendable.""",Monumento Pípila,Female,25,México,28/03/2016,1
2854,2854,"""¡Lugar de mucha historia""","""Es un lugar aun muy bien conservado, el guia que nos toco nos dio una super explicacion en poco tiempo, lo cual nos agrado, para aprovechar y conocer las salas, cada una toma su tiempo, depende del gusto de cada quien en unas tardas mas que n otras, pero esta recomendable. Ubicado en el centro, por lo que tienen que visitarlo. Abren a las 10 am.""",Alhóndiga,Female,31,México,28/01/2017,1
186,186,Concurrido y pequeño,"Cuando piensas en el callejón del beso imaginas otra cosa.
En realidad es muy muy estrecho y entre los comerciantes y 
los visitantes apenas puedes tomarte la foto. Hay gente
que llega desde arriba y otros desde la calle, se hace un
tumulto. Hay fotógrafos dispuestos a tomarte la foto en el
callejón y en el balcón y ahí la Imprimen y te la dan.
También puedes tomar tus propias fotos si la gente te lo
permite.",Callejón del Beso,Female,-1,México,2019,0
4116,4116,"""Divertidísimo""","""Siempre es una aventura este callejón la leyenda que te cuentan es muy bonita y te dicen que si te besas ahí tienes 15 años de buena suerte así que creas o no más vale ir con pareja o buscarse una porque 15 años de suerte bien vale la pena.""",Callejón del Beso,Female,22,México,15/11/2016,1
3755,3755,Excelente Museo,Ir a Guanajuato y no visitar este lugar es como si no fueras a Gto. A mejorado a cuando fui hace 10 años.,Museo de las Momias,Male,-1,México,2018,1
2058,2058,"""¡No dejes de ir!""","""Los domingos la entrada es gratis para el turismo nacional. Vale la pena que tomes la platica que dan los guías a la entrada del museo, es gente muy apasionada que en verdad te hacen adentrarte en la historia del lugar. Hacen una representación de la independencia con actores que te invitan a participar en la puesta en escena.""",Alhóndiga,Female,48,México,26/11/2017,1
3346,3346,"""DAN GANAS DE ESTUDIAR""","""Es la máxima institución pública de estudios medios y superiores del Estado de Guanajuato. Su edificio demasiado hermoso y colonial. Definitivo si pudiese quedarme mas tiempo en la ciudad estudiaría ahí.""",Universidad de Guanajuato,Female,33,México,28/04/2014,1
148,148,"""Huele horrible""","""Lleno de gente, guías que no te dejan en paz y parece baño público porque huele horrible.""",Callejón del Beso,Female,27,México,14/06/2012,0
28,28,"""Bueno para ver desde panoramica y noche""","""Bueno para ver desde panoramica y noche, en la noche salen fotos bonitas ademas de que esta tranquilo por el callejón.""",Universidad de Guanajuato,Female,36,México,03/02/2015,0
3252,3252,"""Visita obligada""","""Sin duda Guanajuato es reconocido por sus momias, no dejes de visitarlo. esta visita se presta a reflexiones sobre la vida y la muerte, los niños pequeños quizá tengan pesadillas por la noche.""",Museo de las Momias,Female,40,México,08/03/2016,1
3129,3129,"""Un imperdible en Guanajuato""","""Monumento histórico que vale la pena mucho visitar. Excelente trabajo de restauración que hicieron el el edificio.""",Alhóndiga,Female,52,México,02/08/2016,1
692,692,"""No era lo que me imaginaba""","""No me gustó mucho la experiencia, el museo es más pequeño huele a moho , y las momias impactan por sus expresiones de dolor al momento de su muerte.""",Museo de las Momias,Female,40,Bolivia,17/12/2016,0
2866,2866,"""Hermoso lugar""","""Es un teatro que está en el centro de Guanajuato muy pequeño pero muy hermoso, con acabados de primera calidad y sumamente cómodo.""",Teatro Juárez,Male,62,México,24/09/2017,1
1386,1386,"""Una visita obligada""","""Desde que uno entra en la ciudad puede encontrar diferentes banners y mensajes constantes que hacen referencia al Museo. Así que se convierte en una visitada obligada. Hay que ir temprano si se quiere evitar la numerosa fila y también tener oportunidad de escuchar la explicación de uno de los guías, gracias a la explicación es más interesante observar el fenómeno de deshidratación de los cuerpos y comprender más acerca de la exhibición. Hay un cargo extra por tomar fotos, pero en lo personal creo que vale la pena. Además aceptan tarjetas de crédito en el pago en taquilla. El museo se recorre relativamente rápido, en menos de una hora, pero si se encuentra un poco lejos del centro de la ciudad, así que lo mejor es tomar algún tipo de transporte para llegar.""",Museo de las Momias,Female,30,México,21/09/2014,1
1845,1845,"""Imponente""","""Magnifica construcción de este espacio y bien conservado, sin publicidad y todo listo para tomarte una buena foto.""",Universidad de Guanajuato,Male,19,México,29/07/2015,1
3257,3257,"""Muy bonito""","""Una de las mejores plazas de Guanajuato, justo en el centro y muy próximo a buenos restaurantes y lugares de interes.""",Jardín de la Unión,Male,-1,México,26/07/2014,1
1599,1599,"""Clásico""","""Una de las tradiciones más típicas de Guanajuato es pararte en el tercer escalón del callejón del beso y darte uno con tu pareja, supuestamente tendrán amor eterno. Bien cuidado, pintado y muy socorrido.""",Callejón del Beso,Male,38,México,19/01/2015,1
3565,3565,"""Monumental""","""No cabe duda que es una Universidad llena de historia y belleza, Guanajuato es una ciudad invadida por la cultura y la Universidad de Guanajuato no fue la excepción, deben de conocerla.""",Universidad de Guanajuato,Female,37,México,19/10/2015,1
701,701,"""Interesante""","""Es una exposición compartida con otros artistas no tan conocidos... La casa es donde Diego vivió de niño muy ordenado y moderno a la vez.""",Casa de Diego Rivera,Female,23,México,18/09/2015,0
2969,2969,"""¡Gran panorámica de GTO!""","""Una vista panorámica increíble. Tuve la oportunidad de visitarlo de día y de noche, ambas vistas totalmente auténticas. Hay 3 formas de subir hacia este monumento y apreciar la vista, contratando un tour, por el funicular y caminando por calles en subida que te exigen mucho esfuerzo. Yo recomiendo de día caminando y por noche tomar el funicular. Guanajuato es muy seguro y muy bello. Una ciudad encantada por todo.""",Monumento Pípila,Female,33,México,23/02/2018,1
1708,1708,"""Vale la pena""","""Conocer el sitio, ya sea por su ecléctica construcción o por el color de su cantera, o por su ubicación, vale la pena y nos deja un buen sabor de boca.""",Universidad de Guanajuato,Female,54,México,24/06/2013,1
2953,2953,Interesanrte,"Un lugar que hay que visitar en Guanajuato, se puede llegar caminando y es barato. Puedes pedir un guía turístico o puedes caminar por tu cuenta.",Museo de las Momias,Female,-1,Chile,2019,1
454,454,"""Muy bonito y tradicional mercado mexicano""","""La arquitectura exterior de este mercado es muy bonita y tradicional... en el interior te encontrarás el típico mercado mexicano en donde podrás adquirir recuerdos y productos tradicionales o comida típica.
Los pasillos son angostos y para llegar al segundo nivel el acceso es solo por escaleras, para que lo tomes en cuenta al visitarlo.""",Mercado Hidalgo,Male,35,México,05/02/2013,0
2868,2868,Pura historia,"Me gusto mucho, en mi primer visita a Guanajuato, no tuve oportunidad de conocerlo, porque estaba cerrado y ahora que finalmente lo hice, me gusto y los disfrute.",Alhóndiga,Male,-1,México,2019,1
2040,2040,"""Teatro Juárez""","""Simplemente majestuoso, el diseño arquitectónico, rodeado del jardín de la unión lo hacen uno de los lugares más emblemáticos de la ciudad.""",Teatro Juárez,Female,25,México,24/01/2012,1
3328,3328,"""Hermosa vista""","""Si quieres una gradiosa foto de la hermosa ciudad de Guanajuato, debes subir al monumento de este personaje de la historia,""",Monumento Pípila,Female,30,México,05/05/2014,1
2315,2315,"""Una visita obligada pero no grata""","""No es un lugar bonito, tomando en cuenta los hechos sangrientos que ahí sucedieron, sobre todo cuando te imaginas la escena macabra de ver las cabezas de los próseres de la Patria colgando una en cada esquina del edificio. Me da escalofríos sólo de imaginarlo.""",Alhóndiga,Female,52,México,13/08/2015,1
609,609,"""Conocer por conocer""","""Realmente no es tan interesante, esta bien como para ir a conocer y no son momias, son cuerpos deshidratados... esta bien para conocer pero no es la gran cosa. (Opinión personal)""",Museo de las Momias,Male,26,México,25/07/2017,0
167,167,"""Esperaba más""","""Solo una pequeña explicación de un video en 5 minutos. El museo los recorres en 20. Para mí no vale la pena. Hay sitios mucho más lindos e interesantes en Guanajuato.""",Museo de las Momias,Male,40,Argentina,23/06/2016,0
730,730,Para nada es de mis favoritos,"De los mercados que conozco en México, este es el que menos me ha gustado porque me pareció sucio.
Si es para comprar artesanías está bien, pero al fondo, donde están las carnicerías y pollerías el mercado huele muy mal.
Tiene una arquitectura muy bonita, pero por lo sucio del mercado, la arquitectura parece desperdiciada.",Mercado Hidalgo,N/I,-1,N/I,2018,0
