,Title,Opinion,Place,Gender,Age,Country,Date,Label
2551,Importante parte de la historia de Mexico,"Es parte de los edificios historicos mas importantes de Mexico. Aunque es sencillo en su arquitectura, vale la pena su visita para tener un punto de referencia de la riqueza de la ciudad.",Alhóndiga,Female,-1,N/I,2018,1
2552,"""Hermoso""","""Me gustó que tocó una orquesta en el kisco. Se veía muy lindo además de que hay vendimia de esquites, papas, hay cafeterías, restaurantes, es precioso!""",Jardín de la Unión,Female,25,México,07/10/2014,1
2553,"""Buen lugar para escuchar música""","""Además tuve el privilegio de ver una muestra fotográfica con iconos de Finlandia, Suecia y Suiza, que fueron los países invitados.""",Jardín de la Unión,Female,42,México,10/11/2011,1
2554,"""¡Hermosa vista panorámica!""","""Es divertido subir hasta la cima en funicular y la vista de la Ciudad de Guanajuato desde allá nos encanto. Lástima que no hay algún buen bar o restaurante para quedarse a admirar la vista.""",Monumento Pípila,Female,43,México,18/01/2017,1
2555,"""Bella vista""","""Excelente vista panorámica de toda la cuidad. Te das cuenta que Guanajuato es muy pequeño. No recomiendo subir al monumento ya que al estar cerrado con vidrio el calor es muy intenso y la vista no es buena.""",Monumento Pípila,Male,22,México,04/02/2016,1
2556,"""¡Visita obligada si vas a Guanajuato!""","""Si estás en Guanajuato este lugar es una visita obligada, ya que desde este punto puedes tomar una fotografía panorámica de la ciudad, puedes llegar caminando o por el transporte, pero en cualquiera de las formas en que llegues tienes que estar ir ahí.""",Monumento Pípila,Female,33,México,25/11/2016,1
2557,"""¡Las mejores vistas de la ciudad!""","""Más alla del momumento… me quedó sin duda con las vistas de la ciudad. Recomiendo visitarlo al atardecer para poder disfrutar de la ciudad tanto de día como de noche -preciosa con las luces prendidas-.""",Monumento Pípila,Female,55,Emiratos Árabes Unidos,06/07/2017,1
2558,"""Es un Must!""","""No puedes decir que fuiste a Guanajuato sino visitas la Universidad y te tomas una foto es las escalinatas.

Normalmente hay dos lugares donde suele haber exposiciones de arte.
1) Al subir las escalinatas
2) Al pie de las escalinatas sobre la calle de Positos.

Si vas entre semana es más fácil que entres al interior y puedas apreciar la arquitectura. Los fines de semana está cerrado.""",Universidad de Guanajuato,Female,38,México,12/04/2014,1
2559,"""¡Bello!""","""Es un lugar muy bello y está frente al teatro, pueden ver varios artistas ambulantes muy divertidos, muchos mariachis, tiendas y restaurante alrededor.""",Jardín de la Unión,Female,22,México,13/08/2017,1
2560,"""Joya porfiriana del corazón de Guanajuato""","""El Teatro Juárez es una de las estampas más admiradas por los visitantes y de las joyas arquitectónicas más apreciadas por los guanajuatenses. Desde su cornisa, las musas griegas de las bellas artes dominan la vista del Centro Histórico. Es una obra del porfiriato cuya terminación estuvo a cargo del conocido arquitecto Antonio Rivas Mercado, e inaugurado por el propio Díaz en 1903 y desde entonces es escenario de todas las artes, principalmente durante el Festival Internacional Cervantino. Desde su fachada de enormes columnas, su vestíbulo, hasta el foyer y el foro, son un placer estético, visual y arquitectónico de los que ningún visitante se puede perder.""",Teatro Juárez,Female,29,México,29/05/2017,1
2561,"""Historia romántica y trágica""","""Sientes en el ambiente su historia romántica, muchas parejas acuden para darse su beso y cumplir con la tradición 'un beso antes del tercer escalón' vayan tienen que conocerlo.""",Callejón del Beso,Male,55,México,05/06/2016,1
2562,Muy buena experiencia,"Muy buena experiencia un poco de fila pero avanza rapido, vayan con tiempo y una buena chamarra para cuando salgan",Museo de las Momias,Male,-1,México,2020,1
2563,"""Un complemento de la casa Azul""","""Casa donde nació Diego Rivera, tienen exposiciones muy bonitas, vale la pena, puede considerarse un complemento de la casa azul.""",Casa de Diego Rivera,Male,-1,Cuba,22/08/2014,1
2564,"""Alma mater""","""Un icono de la ciudad no solo por la belleza de su arquitectura o lo majestuosa vista, si no, por que ahí nace la universidad del estado y donde todo estudiante se siente realizado
te reto a que subas su impresionante escalinata y tengas una de las mas maravillosas vista de la ciudad.""",Universidad de Guanajuato,Female,31,México,17/11/2015,1
2565,"""Teatro y zona segura""","""No tuve el honor de entrar a este inmueble pero tiene una fachada muy bonita y la zona en la que esta ubicada lo hace ver aun mejor, ojala pudieran visitarlo.""",Teatro Juárez,Male,17,México,15/01/2013,1
2566,"""Museo pequeño pero representativo de la independencia""","""Si te gusta pisar lugares históricos, este es uno de ellos y además de ser un edificio representativo de la independencia, contiene un museo pequeño, pero muy bonito.""",Alhóndiga,Male,49,México,17/11/2015,1
2567,Weekend!!!,"Demasiada gente muy dificl accesar se ha vuelto muy 
comercial! Les falta organización ahí!!! Hay 2 formas de accesar",Callejón del Beso,Male,-1,Estados Unidos,2018,1
2568,"""¡Obligatorio!""","""Buen museo representativo de la ciudad. Muestra parte de la independencia de Mexico, historia de la ciudad y demas cuestiones culturales. El dia que acudi hubo presentacion de una orquesta juvenil. Es parada obligatoria en tu visita a Guanajuato.""",Alhóndiga,Male,30,México,08/10/2017,1
2569,"""Catedral de arquitectura colonial""","""Es la principal iglesia católica de Guanajuato. Esta bastante bien cuidada, el techo es bastante espectacular. Por fuera esta pintada de colores característicos muy llamativos. No cobran por entrar.""",Basilica Colegiata,Male,35,Guatemala,20/04/2015,1
2570,"""Imperdible""","""Uno de los teatros más bonitos del país. Una obra de arte en sí mismo tanto por fuera como por dentro. Pueden buscar algún evento o simplemente entrar a disfrutar de su majestuosidad.""",Teatro Juárez,Male,17,México,15/12/2015,1
2571,"""Mercado Hidalgo""","""En se encuentran comidas y artesanias , cuentan con precios muy accesibles y comodos, las personas a veces lo confunden con una Iglesia y pasan y se persignan.""",Mercado Hidalgo,Female,-1,México,21/09/2015,1
2572,"""Una vista hermosa""","""La vista es espectacular desde ese punto, se puede apreciar la mayor parte de la ciudad, aunque el mirador que está dentro del monumento es muy pequeño y solo permiten pasar a un reducido grupo de personas a la vez.""",Monumento Pípila,Female,41,México,25/07/2016,1
2573,"""Conjunto de Arte, Cultura y Conocimiento""","""Quede verdaderamente fascinado con este lugar. Desde que entras sientes algo muy especial en sus instalaciones. Recorrer los pasillos de la universidad es una verdadera experiencia. Apenas ingresas a este lugar te sumerges en la vibra que emana.""",Universidad de Guanajuato,Male,32,México,14/04/2015,1
2574,"""Una tarde relajada""","""Pase una tarde con mi familia en esa plazita, comiendo nieve, escuchando musica en vivo, y disfrutando del ir y venir de la gente, relajante y desestresante estadia.""",Jardín de la Unión,Male,-1,México,15/02/2013,1
2575,Un poquito de historia,Recorrido muy rápido y fácil. Y si te encuentras a un guía te hace muy ameno el recorrido y aprendes cosas nuevas,Casa de Diego Rivera,Female,-1,N/I,2019,1
2576,"""Excelente vista""","""Muy bonita vista a la ciudad, especial para visitar en familia, sin duda lo visitaría de nuevo, fue una buena experiencia.""",Monumento Pípila,Male,45,México,27/01/2017,1
2577,"""Romance, historia y leyenda""","""No puede faltar al viajar a Guanajuato, una visita al callejón del beso, la leyenda de su nombre es similar a la de Romeo y Julieta y qué mejor hacerlo de noche y en un paseo de estudiantina.""",Callejón del Beso,Male,48,México,18/10/2016,1
2578,"""Templo con enorme belleza""","""Me encanto su interior, lleno de hermosura, tanto sus retables como su muros y paredes y la tranquilidad que invita a la espiritualidad, su fachada no me parece a la altura de una Catedral, pero bueno como se respeta la historia, quiza sea por eso que la veo tan sencilla, pero claro no deja de ser bella, y sobretodo en las noches que la aluzan tan bellamente.""",Basilica Colegiata,Female,54,México,24/03/2012,1
2579,"""Relajante y entretenido""","""Aquí te puedes sentar y observar la gente que va pasando, de vez en cuando hay shows y es buen descanso después de caminar por las calles y callejones de Guanajuato.""",Teatro Juárez,Male,20,México,11/05/2016,1
2580,"""Un Jardín Muy Bonito para pasear!!!!""","""Un buen lugar para caminar escuchar música y tomar algún helado y esperar la hora para la callejoneada.""",Jardín de la Unión,Male,36,México,16/02/2016,1
2581,con historia y tradicion,"Hermosa construcción de la iglesia, en pleno corazón de Guanajuato, y los mas fascinante es presenciar una o varias bodas en el lugar, hacen de esta iglesia un hito en los recorridos por la ciudad...",Basilica Colegiata,Male,-1,México,2017,1
2582,"""¡Vista!""","""Bonita vista y muy importante la historia que encierra el monumento y lo que significa para la historia mexicana.""",Monumento Pípila,Male,45,Perú,10/10/2016,1
2583,"""Muy bonita toda""","""Ir a Guanajuato y no ir de menos a ver la Universidad es como no haber ido. No pudimos entrar porque era domingo, y no estoy segura de si se permiten visitas dentro de la institución a los turistas, pero con el hecho de ir, verla, subir y admirar la vista desde arriba, ya vale la pena. Según nos explicó un guía, la universidad está construida toda de piedra. ¡Hasta ganas me dieron de volver a estudiar en una universidad!""",Universidad de Guanajuato,Female,27,México,01/10/2017,1
2584,"""Podar los árboles""","""Es encantador sentarte a ver como pasa el tiempo y todo sigue igual, sería muy bueno que los arboles no estuvieran tan pequeños, tienes que tener cuidado o te golpeas con ellos.""",Jardín de la Unión,Male,-1,México,29/08/2012,1
2585,"""Excelente""","""Muy bien el museo muy interesante y como es temporada baja puedes ver bien todo sin problemas lo recomiendo ampliamente.""",Museo de las Momias,Female,30,Venezuela,11/10/2017,1
2586,"""Una pasada de sitio""","""Es una caminata larga hasta subir al monumento de Pípila, ya que el funicular que sube a la cima está roto.""",Monumento Pípila,Female,35,España,14/02/2016,1
2587,"""PADRÍSIMO""","""Imperdible, tiene una vista hermosa de la ciudad. Suban al atardecer para que vean las luces de la noche.""",Monumento Pípila,Male,22,México,30/06/2015,1
2588,"""Gran historia""","""Este lugar es recomendable visitarlo tiene tanto valor en nuestra historia nacional que es un lugar que no se puede dejar de admirar.""",Alhóndiga,Female,19,México,17/05/2012,1
2589,"""Me encantó la arquitectura del lugar""","""Como todo en Guanajuato, la arquitectura que se maneja es preciosa, de tipo colonial, y su escalinata principal definitivamente es el centro de atención para muchas fotografías. Definitivamente, estoy enamorada de esta ciudad.""",Universidad de Guanajuato,Female,35,México,14/05/2014,1
2590,"""Una vista panorámica muy buena""","""Hay que llegar ahí para poder admirar la cuidad de arriba a abajo y tomar muchísimas fotos. La visita puede ser corta, hay algunos puestos de artesanías y vendedores de 'momias' dulces. Nada recomendable comprar en la 'Villa del Dulce', donde te llevan de visita los tours turísticos, es carísimo.""",Monumento Pípila,Female,26,México,11/01/2015,1
2591,"""La mejor vista de la ciudad""","""Es la mejor vista de toda la ciudad de Guanajuato. Se puede apreciar toda la ciudad en su esplendor desde una altura considerable.""",Monumento Pípila,Female,46,Argentina,12/07/2015,1
2592,"""Romántico""","""Sitio obligado a visitar, es muy bonito aunque quitaría la gente que insiste en contarte la leyenda o venderte el candado. Por si soló es muy bonito y romántico.""",Callejón del Beso,Female,55,México,15/02/2017,1
2593,"""Excelente lugar""","""Si no vas a la Alhóndiga de Granaditas es como si no hubieses ido a Guanajuato, es una parte fundamental de esta ciudad y de la historia de México, el lugar esta en buenas condiciones a pesar de su antigüedad.""",Alhóndiga,Male,15,México,15/01/2013,1
2594,"""Un gran museo""","""La recomendación si eres estudiante, maestro o persona de la tercera edad lleva tu credencial yo entre gratis es un lugar muy grande así que te llevas tu tiempo en recorrerlo pero vale la pena tomarse el tiempo para ir a visitarlo y tomarse algunas fotos.""",Alhóndiga,Female,29,México,10/04/2013,1
2595,"Hermoso lugar/ beautiful
place","A simple vista puede parecer un lugar cualquiera, es necesario
conocer la historia detrás del callejón bel beso para amar 
este lugar. Muy romántico, pero dice la leyenda que, si no 
besas a alguien ahí, tienes mala suerte por un par de años.",Callejón del Beso,Male,-1,México,2018,1
2596,"""Excelente""","""Fui con mi familia caminando al Pípila entre callejones llegamos, la vista es extremadamente genial y único, use el telescopio (no sé cómo se llama) y puedes aprecias los diferentes puntos de atracción que hay en la ciudad, el lugar está algo cuidado. Genial para pasar solo unos minutos :)""",Monumento Pípila,Female,30,México,16/01/2016,1
2597,"""Pequeño jardín idílico""","""Pintoresco, Romántico, Fresco, Sereno, Vivo, Bello, esta pequeña plaza tiene muchos adjetivos que la describen a la perfección. Rodeada del Teatro Juárez, de la Iglesia de San Diego, y de señoriales edificios coloniales, el Jardín Juárez es el corazón de la ciudad misma. Sentarse en una de sus bancas y disfrutar de la sombra de sus arboles es encontrarse con el México onírico, el México de nuestros recuerdos, ese México que siempre ha estado ahí, pero que a veces olvidamos ver. Disfruten del jardín y de su ambiente.""",Jardín de la Unión,Male,19,México,03/12/2014,1
2598,"""¡¡¡Visitenlo lo recomiendo!!!""","""¡¡Este mercado te ofrece comida rica popular de Guanajuato entre muchas cosas tipicas de la región visitenlo!!""",Mercado Hidalgo,Female,54,México,16/09/2015,1
2599,"""Bellísimo""","""Imperdible cuando uno visita Guanajuato , con una belleza arquitectónica interior y exterior realmente encantadora.""",Teatro Juárez,Male,67,Panamá,10/09/2014,1
2600,"""Vista espectacular de Guanajuato""","""Puedes llegar subiendo a pie por un as escaleras que están a un costado del teatro Juárez, o e teleférico , que sube por ahí mismo, o puedes llegar en taxi. El monumento en si es bastante común, pero la vista de la ciudad es maravillosa. Hay algunos puestos de artesanías. Puedes subir a la estatua, por dentro.""",Monumento Pípila,Female,33,México,18/10/2015,1
2601,"""Hermoso""","""Es un lugar hermoso, puedes encontrar de todo cerca de aqui, además disfrutarás de la vista que es muy hermosa.""",Jardín de la Unión,Female,31,México,06/06/2016,1
2602,Visita obligada al museo de Diego Rivera,"Es la casa donde nació Diego Rivera, con algunas obras auténticas, bocetos y dibujos de Diego, de Siqueiros y algunas otras obras de otros artistas de la época.",Casa de Diego Rivera,Female,-1,México,2018,1
2603,"""Impresionante el tamaño no vale la pena subir""","""Nosotros fuimos en tour a visitar varios lugares, uno de ellos fue el Pípila, es impresionante el tamaño, sin embargo no les recomiendo subir, ya que la vista que obtienen es la misma que pueden tomar desde abajo y se ve mejor, ya que está más cerca, recordemos que Guanajuato es muy pequeño.""",Monumento Pípila,Male,31,Chile,21/12/2015,1
2604,"""Muy limpio y romántico""","""Es una lugar muy lindo para caminar, comer y aprender de la historia de México y de Guanajuato. La arquitectura de la ciudad y su ubicación es unica.""",Jardín de la Unión,Male,38,México,06/01/2013,1
2605,"""El Teatro Juárez es una joya cultural""","""El Teatro Juárez te transporta a la época del Porfiriato donde México vivía con un dictador como presidente llamado Porfirio Díaz y fue construído hace más de 110 años.  Hoy en día se presentan obras de teatro y conciertos a nivel internacional como en el Festival Internacional Cervantino que se realiza cada año para el mes de Octubre y este teatro se reserva para sus mejores obras. Vale muchísimo la pena visitarlo y conocer su historia. Es una joya cultural en la ciudad de Guanajuato. Se encuentra ubicado en el centro de la ciudad donde puedes pasar un día agradable, además de comer, tomar un buen café o una cerveza en sus alrededores.""",Teatro Juárez,Female,22,México,13/01/2016,1
2606,"""Muy ilustrativo""","""Visitar esta casa/museo resultó muy gratificante, ya que posee excelente museografía y nos acerca mucho a la historia del Pintor mexicano. Además, es sede de otras excelentes exposiciones, las cuales, ¡¡también poseen gran calidad!! Para fines de perfeccionar la estadía, quizá habría de enriquecer un poco más el contenido de su tienda- boutique ya que es muy pequeña, considerando la dimensión del personaje. Aunque el encargado de esta área fue muy atento y conocedor del lugar y de Guanajuato en general, ya que nos proporcionó excelentes orientaciones. ¡¡Sin duda regresaré a este lugar!!""",Casa de Diego Rivera,Female,62,México,13/07/2015,1
2607,"""Para recrear la vista""","""El Pípila es un personaje mítico de la zona, independentista y minero. El monumento lo mejor que tiene es la ubicación, dominando la ciudad. Las vistas son inigualables. Sube en el funicular por la mañana, disfruta de la vista, y luego baja andando por pintorescos callejones.""",Monumento Pípila,Female,32,Chile,10/09/2016,1
2608,"""Visita suprema de la ciudad""","""El lugar es en la punta de un cerro. Tiene una vista de la ciudad enorme, hay muchos puestos artesanales y muchos guias de turistas que te orientan para que conozcas lo más atractivo de Guanajuato. Tardamos un poco en entrar y subir al Pipila porque había mucha gente pero todo muy bien. ""Lo recomiendo!""",Alhóndiga,Male,37,México,08/05/2012,1
2609,"""La mejor vista de Guanajuato""","""Imperdible subir al mirador del Pípila. Se puede subir y bajar rápidamente por el funicular por un precio bajo como 50 pesos por persona. Al llegar se puede observar las mejores vistas y tomar fotografías maravillosas.""",Monumento Pípila,Male,45,El Salvador,06/11/2017,1
2610,"""Viaje escolar""","""Me recuerda cuando fui con mis amigos a visitarla para ver que tal y esta hermosa es un lugar cultural muy bonito y me imagino que es muy buena escuela y de alto nivel.""",Universidad de Guanajuato,Female,30,México,04/12/2012,1
2611,"""¡La mejor vista!""","""Subimos caminando por el callejón del calvario ya que el funicular no servía. Pensé que sería muy cansado pero fue todo lo contrario: una gran experiencia para todos, nos adentramos en los callejones, muy feliz. Al llegar allá, es la mejor vista para ver todo Guanajuato (se te olvida si te cansaste). Los guías te explican todo y puedes disfrutar de las garnachas que ahí se venden: elotes, esquites, papás, etc.""",Monumento Pípila,Male,47,Estados Unidos,25/02/2016,1
2612,"""No te lo puedes perder…""","""Un sitio histórico y muy bonito donde todas la parejas deben pasar para darse su beso. Es también una maravillosa ruta hacia el Pípila.""",Callejón del Beso,Male,44,Mozambique,23/03/2016,1
2613,"""El mito de Guanajuato""","""El monumento al Pípila se levanta en la parte más elevada de la ciudad, y es el símbolo de la independencia mexicana. Desde el monumento al que se puede acceder con un cable carril o caminando, se tiene la vista más linda de la ciudad. Les aseguro que se van a asombrar.""",Monumento Pípila,Female,65,Argentina,23/04/2015,1
2614,"""Entretenida visita""","""El museo de Diego Rivera, es una visita obligada en guanajuato.
Cuenta la historia de el, desde su nacimiento, su relacion con frida khalo, y en las distintas habitaciones se pueden ver sus obras desde su comienzo, hasta las ultimas y como fue variando en sus pinturas y tecnicas con el correr de los años. Tambien se ve su casa y su entorno privado, es un recorrido corto (que esta separado de la parte donde estan sus obras). Hay tambien unos salones con pinturas de diferentes artistas mexicanos de este tiempo, que no tienen desperdicio.""",Casa de Diego Rivera,Female,24,Argentina,02/10/2014,1
2615,"""Un lugar precioso""","""Es el centro de reunión de la vida nocturna en Guanajuato, está lleno de restaurantes y siempre hay grupos de músicos alrededor.""",Jardín de la Unión,Female,36,Colombia,12/12/2014,1
2616,Hermoso museo,Es un lugar hermoso con mucha historia es impresionante el tiempo que tiene este lugar y la historia que encierran sus paredes si vas a Guanajuato no puedes dejar de entrar a ese mitico lugar,Alhóndiga,Female,-1,México,2019,1
2617,"""SIEMPRE LA FIESTA""","""Desde temprana hora (9 o 10 de la mañana) hay gente, restaurantes funcionando, musicos de todo tipo (nortenos, mariachis, solistas, etc.) de muy buena calidad. Por la noche (a partir de las 7) en sus cercanias junto al templo de San Diego salen estudiantinas a callejonear.""",Jardín de la Unión,Female,30,México,09/04/2015,1
2618,"""Muy bueno""","""Lugar clave de Guanajato y parte importante de su historia, vale la pena visitar este lugar que es otro exponente de la increible historia mexicana.""",Alhóndiga,Female,21,Argentina,23/10/2013,1
2619,"""Gran experiencia""","""Súper económico, rápido y el personal es muy amable. Es una excelente actividad que tienes que realizar si visitas Guanajuato.""",Monumento Pípila,Male,26,México,03/03/2018,1
2620,"""Pequeño pero agradable""","""Es un jardin muy pequeño, pero el atractivo está en la cantidad de gente que lo frecuenta por su ubicación. Está frente al teatro Juarez y rodeado de hoteles y restaurantes. Además es punto de encuentro y partida para las callejoneadas con las estudiantinas.""",Jardín de la Unión,Male,28,México,01/10/2015,1
2621,"""Un recorrido por la historia de México""","""Es un bello lugar, con una hermosa arquitectura, visitando cada sala, se remonta uno a momentos importantes en la historia de México, y aunque puedes hacer el recorrido solo, hay personas especializadas en los hechos históricos que ahí se vivieron, cuando te narran estos pasajes, conoces sucesos que se encuentran ocultos en la historia, y lo hacen con tanta creatividad que te imaginas que estas en es época.""",Alhóndiga,Female,54,México,27/05/2012,1
2622,"""Un lugar agradable""","""Es un jardin muy lindo, donde hay muchos restaurantes con mesitas en terraza donde se puede desayunar, comer y cenar muy a gusto. Los precios no son economicos, pero tampoco son muy muy caros. Hay muchas banquitas tambien donde te puedes sentar a ver el paisaje, escuchar estudiantinas, comerte un elote o unas papas, etc.""",Jardín de la Unión,Female,42,México,18/04/2017,1
2623,"""Una vista maravillosa""","""Un hermoso lugar tanto cultural como emblemático de Guanajuato, tiene una vista hermosa de la ciudad y lógicamente es parte de la historia del pueblo.""",Monumento Pípila,Male,34,México,20/07/2015,1
2624,"""Callejón del beso""","""No dejes de visitar este lugar si vas con tu pareja, es mejor si se unen a una estudiantina el tour es muy bueno y te explican algo de historia de la ciudad.""",Callejón del Beso,Male,47,México,05/09/2016,1
2625,"""Una basílica brillante""","""Admiro mucho a los arquitectos de Guanajuato por el poder de dominar el color. La catedral más brillante que he visitado pero me impresionó mucho.""",Basilica Colegiata,Male,20,Perú,15/12/2016,1
2626,"""Un museo icono de la ciudad""","""En cada espacio de este recinto descubrirás toda la historia de Guanajuato y lo que su gente ha sido capaz de lograr en años de trabajo duro.""",Alhóndiga,Male,28,México,12/02/2016,1
2627,Bonito Museo,"La parte superior tiene piezas muy valiosas de culturas mesoamericanas, pero la mejor parte es la historia del lugar en cuanto su construccion, su utilidad y el desenlace que hubo en la batalla de independencia. la parte de abajo es muy rapida de visitar pero muy agradable por los simbolos de la patria y las exhibiciones temporales.",Alhóndiga,Female,-1,México,2018,1
2628,"""Rica comida y muy barato…""","""Los tacos de carnitas están deliciosos. Muchas opciones de comida para comer como si fueras local. Atrévete a comer aquí la verdad si esta bueno. Tal vez no es nada de lujo pero si es muy rico.""",Mercado Hidalgo,Male,27,México,05/02/2017,1
2629,"""Maravillosa arquitectura""","""Muy bonito teatro, inaugurado por Porfirio Díaz y es 1 de los 4 teatros más importantes de México. Si te permiten tomar fotos sin flash. Su diseño por dentro y por fuera es impresionante. Recomiendo visitarlo durante la época del cervantino o mínimo que les expliquen un poco de la historia del teatro. El cual mantiene su estructura actual, como fue inaugurado.""",Teatro Juárez,Male,35,Paraguay,22/09/2015,1
2630,"""¡¡¡Un lugar que no debes de dejar de visitar!!!""","""Es impresionante contemplar la arquitectura de exterior y después entrar y ver que es muy diferente x dentro... les recomiendo ir a recorrer el museo y después escuchar la platica que dan en el museo acerca de la historia de México incluyendo lo que paso ahí.... La ultima plática es como ha eso de las 4 o 5 asi que les recomiendo pasar primero a este museo... No cobran a estudiantes... y para la plática solo das un cooperacion al final... Es increíble como el guía de describe todaaa la historia en como 1 hr si mencionar lo ameno que lo hace... Recomendado 100%.""",Alhóndiga,Female,35,México,12/01/2014,1
2631,"""Punto de reunión""","""Es el mejor lugar para reunirse tomar una copa,comer y tener una vista increíble. Aquí puedes encontrar hoteles, restaurantes y por las noches disfrutar de música y disfrutar tanto en familia como con amigos, siempre hay algo que ver y disfrutar.""",Jardín de la Unión,Female,31,México,03/01/2016,1
2632,"""Hay que verlo""","""El tema no deja de ser escatológico, pero el proceso de momificación impacta, especialmente a los niños. La fila para entrar, muy lenta. Paseo de 1 hora.""",Museo de las Momias,Male,46,Colombia,10/08/2012,1
2633,"""Lo mejor de Guanajuato""","""De los edificios que he visitado en distintas ciudades, este sin duda es el más impresionante. Recomiendo ir acompañado de un guía turístico para que les explique las diferentes zonas del lugar.""",Teatro Juárez,Male,28,México,22/07/2017,1
2634,"""Visita obligada en Guanajuato""","""Encuentras una colección de momias en perfecto estado de conservación, algunas de ellas con su cabello y ropa original. Toda la exibición esta en vitrinas y el lugar cuenta con aire acondicionado pero realmente no lo recomiendo a personas que sufran de claustrofobia. El recorrido dura de 20 a 30 min. y hay un guía narrandote las historias por una coperación voluntaria al final de recorrido.""",Museo de las Momias,Female,32,México,13/08/2015,1
2635,"""Interesante""","""No te toma más de 15 minutos visitar este lugar pero definitivamente es un lugar que tienes que ver si vas a Guanajuato, su historia es interesante y no cuesta nada ir.""",Callejón del Beso,Male,39,España,25/07/2016,1
2636,"""Un edificio espectacular""","""El edificio es impresionante, las escaleras y la vista son bonitas, dentro de la universidad tuvimos acceso a un museo de historia natural, buen lugar para visitar.""",Universidad de Guanajuato,Male,29,México,21/11/2017,1
2637,"""MUY BELLO""","""Es una delicia caminar y tomar una copa en este hermoso y arbolado lugar. Muy lindo jardín del Eden.""",Jardín de la Unión,Female,50,México,23/11/2015,1
2638,"""Precioso lugar""","""Muy bonito lugar para visitar para todos los turistas que van a Guanajuato muy limpio y muy cuidado se los recomiendo a todos.",Teatro Juárez,Male,27,Estados Unidos,29/04/2014,1
2639,"""Buena vista""","""Una de las mejores vistas de Guanajuato es desde aquí, donde se aprecia la ciudad completa. Y el monumento esta muy bonito.""",Monumento Pípila,Male,49,Estados Unidos,02/03/2015,1
2640,Visita obligatoria,"Es el punto mas centrico de Guanajuato, lindo para caminar en la noche o sentarse a escuchar musica, de aqui salen los de la estudiantina para hacer el recorrido clasico",Jardín de la Unión,Female,-1,México,2018,1
2641,"""Historia arquitéctonica""","""El teatro de Juárez, lo podemos vistar y apreciar su arquitectura antigua que aun continua intacta, cobran alrededor de 50 pesos, por entrar en su interior, algunas ocaciones se presentan obras teatrales, algunas áreas tienen su acceso bloquedo para proteger las mismas instalaciones. Pero tiene bonita arquitectura.""",Teatro Juárez,Male,19,México,29/10/2012,1
2642,"""Mirador inmejorable de la ciudad""","""La vista vale la pena, además el chiste es subir a pie para hacer ejercicio y disfrutar mas del paseo. Es algo que hay que hacer en Guanajuato.""",Monumento Pípila,Male,52,México,04/08/2015,1
2643,"""Plaza central bonita""","""Es un lugar obligado porque es El Centro de la ciudad y tiene excelentes restaurantes. Además de ver el Teatro Juarez.""",Jardín de la Unión,Male,48,México,24/12/2016,1
2644,"""Visita obligada""","""Mi recomendación es llegar muy temprano para que entres rápido ya que al medio día puede ser muuuy tardado (en época de vacaciones) vale la pena entrar al panteón, y ver los monumentos que están ahí, si pueden platicar con los señores que trabajan en el panteón será un complemento perfecto para esta visita.""",Museo de las Momias,Female,38,México,23/03/2016,1
2645,"""Vive la época de 1903""","""Teatro Juárez es un teatro muy elegante, inaugurado el 27 de Octubre de 1903 por el Mexicano Arquitecto Antonio Rivas Mercado. No te pierdas algun evento para disfrutar de el carisma que ofrece este teatro.""",Teatro Juárez,Male,33,México,08/11/2015,1
2646,"""Turístico pero no imprescindible""","""No es imprescindible. No está mal, aunque sin la historia de amor es un callejón y unos balcones más en la ciudad.""",Callejón del Beso,Male,61,Colombia,31/01/2017,1
2647,Una gema en la ciudad,"Nos llevamos una grata sorpresa con la visita de la Casa Diego Rivera. Lo mejor es el mural en el auditorio, no lleva más de una hora visitarlo.",Casa de Diego Rivera,Male,-1,México,2017,1
2648,"""ROMÁNTICO""","""En lo particular lo disfruté mucho en La Callejoneada, pues hacen que el ambiente sea ideal, y si vas con pareja, no puedes irte sin dar tu beso en el tercer escalón. Muy romántico.""",Callejón del Beso,Female,34,México,25/06/2016,1
2649,"""Vista espectacular""","""Este punto ofrece una vista espectacular de la ciudad de Guanajuato, tanto de dia como de noche, sin duda es uno de los puntos a visitar durante el viaje a esta hermosa ciudad.""",Monumento Pípila,Male,46,México,03/01/2018,1
2650,Excelente explicacion por el guia,Al llegar nos comentaron que la explicación estaba por empezar. Un guía dio toda una explicación.... nos mantuvo con la boca abierta y muy interesados en su explicación. Muy profesional. Muchas felicidades.,Alhóndiga,Male,-1,México,2020,1
2651,"""Interesante sin duda""","""Guanajuato es famoso por sus 'momias', y lo pongo entre comillas, porque en realidad no son momias, sino cuerpos deshidratados que quedan como momias por las características del subsuelo (explicación que pocos saben antes de entrar). Sin duda interesante e imperdible en la ciudad.""",Museo de las Momias,Male,40,México,07/01/2016,1
2652,Hermoso Lugar,"Nos encantó este parque. Cada día pasaba por aquí, cenamos en uno de los restaurantes. Nos tocó algo de calor así que la sombra nos ayudó mucho. Siempre hay gente y buena energía en este lugar.",Jardín de la Unión,Male,-1,Estados Unidos,2019,1
2653,"""TIENES que conocer Guanajuato Capital""","""Es una ciudad como ninguna, su arquitectura es hermosa, un lugar para visitar varias veces, aunque es necesario que consideres que caminaras mucho si quieres recorrer lugares unicos de la ciudad.""",Basilica Colegiata,Male,43,México,07/01/2016,1
